Age,Fare,FamilySize,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
-0.5657364610748749,-0.5024451714361923,0.059159876663617654,0.0,1.0,0.0,0.0,1.0
0.663861032065784,0.7868452935884461,0.059159876663617654,1.0,0.0,1.0,0.0,0.0
-0.25833708778971004,-0.4888542575852486,-0.5609748304808926,1.0,0.0,0.0,0.0,1.0
0.4333115021019105,0.4207302360686478,0.059159876663617654,1.0,0.0,0.0,0.0,1.0
0.4333115021019105,-0.4863374216869257,-0.5609748304808926,0.0,1.0,0.0,0.0,1.0
-0.10463740114712776,-0.47811642890864375,-0.5609748304808926,0.0,1.0,0.0,1.0,0.0
1.8934585252064429,0.395813560675251,-0.5609748304808926,0.0,1.0,0.0,0.0,1.0
-2.1027333275006983,-0.22408312108167944,1.9195639980971484,0.0,1.0,0.0,0.0,1.0
-0.1814872444684189,-0.4242561406845337,0.6792945838081279,1.0,0.0,0.0,0.0,1.0
-1.1805352076452043,-0.04295550208861427,0.059159876663617654,1.0,0.0,1.0,0.0,0.0
-1.9490336408581161,-0.312172377522981,0.6792945838081279,1.0,0.0,0.0,0.0,1.0
2.2008578984916074,-0.11384570873513637,-0.5609748304808926,1.0,0.0,0.0,0.0,1.0
-0.7194361477174571,-0.4863374216869257,-0.5609748304808926,0.0,1.0,0.0,0.0,1.0
0.7407108753870751,-0.018709311778530763,3.159833412386169,0.0,1.0,0.0,0.0,1.0
-1.1805352076452043,-0.4902797934380587,-0.5609748304808926,1.0,0.0,0.0,0.0,1.0
1.970308368527734,-0.3262666585535892,-0.5609748304808926,1.0,0.0,0.0,0.0,1.0
-2.1027333275006983,-0.061998889229684634,2.539698705241659,0.0,1.0,0.0,1.0,0.0
-0.10463740114712776,-0.3866707201133388,-0.5609748304808926,0.0,1.0,0.0,0.0,1.0
0.12591212881674577,-0.2859972841804228,0.059159876663617654,1.0,0.0,0.0,0.0,1.0
-0.10463740114712776,-0.5029485386158568,-0.5609748304808926,1.0,0.0,1.0,0.0,0.0
